feature_name,b7sc
PINK PROJECTS BUILDING   24,37078026
PINK PROJECTS GARAGE,37078026
PIONEER STREET,37083001
PITKIN AVENUE,37093001
PITKINS AVENUE,37093001
PLAZA STREET,37103001
PLAZA STREET,37103001
PLAZA STREET,37103001
PLAZA ST EAST,37103002
PLAZA STREET EAST,37103002
PLAZA ST WEST,37103003
PLAZA STREET WEST,37103003
PLEASANT PLACE,37113001
PLUMB    1 STREET,37123001
PLUMB    1 STREET,37123001
PLUMB    2 STREET,37123101
PLUMB    2 STREET,37123101
PLUMB    3 STREET,37123201
PLUMB    3 STREET,37123201
PLYMOUTH STREET,37133001
POLAR STREET,37143001
POLHEMAS PLACE,37153001
POLHEMUS PLACE,37153001
BK POLYTECH INSTITUTE,37153501
BK POLYTECH UNIVERSITY,37153501
BK POLYTECHNIC INSTITUTE,37153501
BK POLYTECHNIC UNIVERSITY,37153501
BROOKLYN POLYTECH INSTITUTE,37153501
BROOKLYN POLYTECH UNIVERSITY,37153501
BROOKLYN POLYTECHNIC INSTITUTE,37153501
BROOKLYN POLYTECHNIC UNIVERSITY,37153501
POLYTECH UNIVERSITY,37153501
POLYTECHNIC INSTITUTE,37153501
POLYTECHNIC UNIVERSITY,37153501
POLYTECHNIC UNIVERSITY COMPLEX,37153501
JACOBS BUILDING,37153502
POLYTECHNIC U JACOBS BUILDING,37153502
POLYTECHNIC U ROGERS HALL,37153503
ROGERS HALL,37153503
DIBNER CAFE,37153504
DIBNER LIBRARY,37153504
POLYTECHNIC U DIBNER CAFE,37153504
POLYTECHNIC U DIBNER LIBRARY,37153504
POLYTECHNIC U WUNSCH STUDENT CTR,37153505
WUNSCH STUDENT CENTER,37153505
D & M OTHMER HALL,37153506
D & M OTHMER RESIDENCE HALL,37153506
D AND M OTHMER HALL,37153506
D AND M OTHMER RESIDENCE HALL,37153506
OTHMER HALL,37153506
OTHMER RESIDENCE HALL,37153506
POLYTECHNIC U D & M OTHMER HALL,37153506
POLYTECHNIC U OTHMER HALL,37153506
POLYTECHNIC U STUDENT DORMITORY,37153506
POLY PLACE,37155001
POOLE LANE,37157001
POOLES LANE,37157001
POPLAR AVENUE,37163001
POPLAR STREET,37173001
PORTAL STREET,37180001
PORTER AVENUE,37183001
POST COURT,37195001
POWELL STREET,37203001
POWERS STREET,37213001
PRATT INSTITUTE ISC BUILDING,37215002
PRATT INSTITUTE LIBRARY,37215003
PRATT INSTITUTE DEKALB HALL,37215004
PRATT INSTITUTE NORTH HALL,37215005
PRATT INSTITUTE MEMORIAL HALL,37215006
PRATT INSTITUTE STUDENT UNION,37215007
PRATT INSTITUTE MAIN HALL,37215008
PRATT INSTITUTE SOUTH HALL,37215009
PRATT INSTITUTE EAST BUILDING,37215010
PRATT INSTITUTE JONES HALL,37215011
PRATT INSTITUTE THRIFT HALL,37215012
PRATT INSTITUTE PANTAS HALL,37215013
PRATT INSTITUTE STEUBEN HALL,37215014
PRATT INSTITUTE CHEMISTRY BLDG,37215016
PRATT INSTITUTE MACHINERY BLDG,37215017
PRATT INSTITUTE ENGINEERING BLDG,37215018
PRATT INSTITUTE PRATT STUDIOS,37215020
PRATT INSTITUTE ARC BUILDING,37215022
PRATT INSTITUTE STABILE HALL,37215023
PRATT INSTITUTE CANNONEER COURT,37215024
PRESCOTT PLACE,37219001
PRESIDENT STREET,37223001
BECKINELLA WAY,37223002
C BECKINELLA WAY,37223002
C J BECKINELLA WAY,37223002
CHARLES BECKINELLA WAY,37223002
CHARLES J BECKINELLA WAY,37223002
JUDGE BECKINELLA WAY,37223002
JUDGE C BECKINELLA WAY,37223002
JUDGE C J BECKINELLA WAY,37223002
JUDGE CHARLES BECKINELLA WAY,37223002
JUDGE CHARLES J BECKINELLA WAY,37223002
PRESTON COURT,37225001
PRINCE STREET,37233001
CATANZARO SQUARE,37235001
PRIVATE A CATANZARO,37235001
PRIVATE A CATANZARO SQUARE,37235001
PRIVATE CATANZARO SQUARE,37235001
PROSPECT AVENUE,37243001
BEHNKE AVENUE,37243002
J BEHNKE AVENUE,37243002
J O BEHNKE AVENUE,37243002
JOSEPH BEHNKE AVENUE,37243002
JOSEPH O BEHNKE AVENUE,37243002
JOSEPH OTTO BEHNKE AVENUE,37243002
SERGEANT BEHNKE AVENUE,37243002
SERGEANT J BEHNKE AVENUE,37243002
SERGEANT J O BEHNKE AVENUE,37243002
SERGEANT JOSEPH BEHNKE AVENUE,37243002
SERGEANT JOSEPH O BEHNKE AVENUE,37243002
SERGEANT JOSEPH OTTO BEHNKE AVE,37243002
SGT BEHNKE AVENUE,37243002
SGT J BEHNKE AVENUE,37243002
SGT J O BEHNKE AVENUE,37243002
SGT JOSEPH BEHNKE AVENUE,37243002
SGT JOSEPH O BEHNKE AVENUE,37243002
SGT JOSEPH OTTO BEHNKE AVENUE,37243002
PROSPECT PARK,37250701
PROSPECT PARK COMPLEX,37250701
PROSPECT PARK ZOO,37250702
PROSPECT PARK BAND SHELL,37250703
PROSPECT PARK BANDSHELL,37250703
PROSPECT PARK ICE SKATING RINK,37250704
PROSPECT PARK WOLLMAN RINK,37250704
WOLLMAN ICE SKATING RINK,37250704
WOLLMAN MEMORIAL RINK,37250704
WOLLMAN RINK,37250704
PROSPECT PARK MAINTENANCE GARAGE,37250705
PROSPECT PARK PICNIC HOUSE,37250706
PROSPECT PARK TENNIS HOUSE,37250707
PROSPECT PARK CAROUSEL,37250708
PROSPECT PARK MERRY GO ROUND,37250708
PROSPECT PARK MERRY-GO-ROUND,37250708
PROSPECT PARK MUSIC PAGODA,37250709
PROSPECT PARK BOAT HOUSE,37250710
PROSPECT PARK WELL HOUSE,37250711
PROSPECT PARK ORIENTAL PAVILION,37250712
PROSPECT PARK GRECIAN SHELTER,37250713
PROSPECT PARK PERISTYLE,37250713
PROSPECT PARK THE PERISTYLE,37250713
THE PERISTYLE,37250713
PROSPECT PARK SWAN BOAT LAKE,37250714
SWAN BOAT LAKE,37250714
PROSPECT PARK RUSTIC SHELTER,37250715
PROSPECT PARK PARKSIDE SHELTER,37250716
PROSPECT PARK RINK SHELTER,37250717
PROSPECT PRK RINK RUSTIC SHELTER,37250717
PROSPECT PARK LINCOLN ROAD CFST,37250718
PROSPECT PARK WILLINK CFST,37250719
PROSPECT PARK EAST WOOD CFST,37250720
PROSPECT PARK EASTWOOD CFST,37250720
PROSPECT PARK RAVINE SHELTER,37250721
PROSPECT PARK FIELD HOUSE,37250722
BOWLING GREEN COTTAGE,37250723
PROSPECT PARK BOWLING COTTAGE,37250723
PROSPECT PARK BOWLING GREEN HSE,37250723
PROSPECT PARK BOWLING HOUSE,37250723
PARADE GROUND,37250724
PARADE GROUNDS,37250724
PROSPECT PARK PARADE GROUND,37250724
PROSPECT PARK PARADE GROUNDS,37250724
PROSPECT PARK PARADE GROUND CFST,37250725
GRAND ARMY PLAZA MEMORIAL ARCH,37250727
MEMORIAL ARCH,37250727
PROSPECT PARK MEMORIAL ARCH,37250727
GRAND ARMY PLZ CONCESSION STAND,37250728
LAKE IN PROSPECT PARK,37250729
PROSPECT LAKE,37250729
PROSPECT PARK LAKE,37250729
THE LAKE IN PROSPECT PARK,37250729
THE PROSPECT PARK LAKE,37250729
LEFFERT'S HISTORIC HOUSE,37250730
LEFFERTS HISTORIC HOUSE,37250730
LEFFERTS HOMESTEAD,37250730
LEFFERTS HOUSE,37250730
LEFFERTS' HOMESTEAD,37250730
LEFFERTS' HOUSE,37250730
LEFFERTS'S HOMESTEAD,37250730
LEFFERTS'S HOUSE,37250730
PETER LEFFERTS HOMESTEAD,37250730
PETER LEFFERTS HOUSE,37250730
PETER LEFFERTS' HOMESTEAD,37250730
PETER LEFFERTS' HOUSE,37250730
PETER LEFFERTS'S HOMESTEAD,37250730
PETER LEFFERTS'S HOUSE,37250730
LITCHFIELD HOUSE,37250731
LITCHFIELD VILLA,37250731
PROSPECT PARK LITCHFIELD VILLA,37250731
PROSPECT PARK MENAGERIE,37250732
PROSPECT PARK SNACK BAR,37250733
PROSPECT PARK WOLLMAN SNACK BAR,37250733
PROSPECT PARK WEST ISLAND,37250734
WEST ISLAND,37250734
PROSPECT PARK THREE ISLANDS,37250735
THREE ISLANDS,37250735
DUCK ISLAND,37250736
PROSPECT PARK DUCK ISLAND,37250736
PROSPECT PARK PARKSIDE CFST,37250737
BINNEN WATER,37250738
PROSPECT PARK BINNEN WATER,37250738
LULLWATER,37250739
PROSPECT PARK LULLWATER,37250739
PROSPECT PARK AMBERGILL,37250740
PROSPECT PARK THE AMBERGILL,37250740
THE AMBERGILL,37250740
GROTTO POOL,37250741
PROSPECT PARK GROTTO POOL,37250741
PROSPECT PARK RAVINE,37250742
PROSPECT PARK THE RAVINE,37250742
THE RAVINE,37250742
PROSPECT PARK SHOPS,37250743
PROSPECT PARK SHOPS BUILDING,37250743
EAST WOOD BUILDING,37250744
EASTWOOD BUILDING,37250744
PROSPECT PARK EAST WOOD BUILDING,37250744
PROSPECT PARK EASTWOOD BUILDING,37250744
PARKSIDE MAINTENANCE STATION,37250745
PROSPECT PK MAINTENANCE FACILITY,37250745
PROSPECT PARK FORESTRY BUILDING,37250746
PROSPECT PARK AUTO REPAIR GARAGE,37250747
PROSPECT PARK DISPATCH GARAGE,37250747
PROSPECT PARK GARAGE,37250747
PROSPECT PARK SOUTH WEST,37253001
PROSPECT PARK SOUTHWEST,37253001
PROSPECT PLAZA,37262501
PROSPECT PLAZA BUILDING    1,37262502
PROSPECT PLAZA BUILDING    2,37262503
PROSPECT PLAZA BUILDING    3,37262504
PROSPECT PLAZA BUILDING    4,37262505
PROSPECT PLAZA CHILDREN'S CENTER,37262506
PROSPECT PLAZA CHILDRENS CENTER,37262506
PROSPECT PLAZA COMMUNITY CENTER,37262507
P P WEST,37263001
PPW,37263001
PROSPECT PARK WEST,37263001
PROSPECT WEST,37263001
J BRENNAN WAY,37263002
J T BRENNAN WAY,37263002
JULIAN BRENNAN WAY,37263002
JULIAN T BRENNAN WAY,37263002
LANCE CPL BRENNAN WAY,37263002
LANCE CPL JULIAN BRENNAN WAY,37263002
LANCE CPL JULIAN T BRENNAN WAY,37263002
LCPL BRENNAN USMC WAY,37263002
LCPL BRENNAN WAY,37263002
LCPL J BRENNAN USMC WAY,37263002
LCPL J T BRENNAN WAY,37263002
LCPL JULIAN BRENNAN WAY,37263002
LCPL JULIAN T BRENNAN USMC WAY,37263002
LCPL JULIAN T BRENNAN WAY,37263002
LPCL JULIAN BRENNAN USMC WAY,37263002
PROSPECT PLACE,37273001
PROSPECT STREET,37273501
PROVOST STREET,37276001
I S    2,37280001
I S    2 K,37280001
I S K    2,37280001
INTERMEDIATE SCHOOL    2,37280001
IS    2,37280001
IS    2 K,37280001
IS K    2,37280001
M S    2,37280001
M S    2 K,37280001
M S K    2,37280001
MIDDLE SCHOOL    2,37280001
MS    2,37280001
MS    2 K,37280001
MS K    2,37280001
P S  141,37280001
P S  141 K,37280001
P S K  141,37280001
PS  141,37280001
PS  141 K,37280001
PS K  141,37280001
PUBLIC SCHOOL  141,37280001
EDWARD E HALE PUBLIC SCHOOL,37280401
EDWARD E HALE SCHOOL,37280401
EDWARD EVERETT HALE SCHOOL,37280401
EDWARD HALE PUBLIC SCHOOL,37280401
EDWARD HALE SCHOOL,37280401
HALE PUBLIC SCHOOL,37280401
HALE SCHOOL,37280401
P S  106,37280401
P S  106 EDWARD EVERETT HALE,37280401
P S  106 K,37280401
P S K  106,37280401
PS  106,37280401
PS  106 EDWARD EVERETT HALE,37280401
PS  106 K,37280401
PS K  106,37280401
PUBLIC SCHOOL  106,37280401
PULASKI STREET,37283001
PUMPKIN PATCH MARSH,37287001
PUTMAN AVENUE,37293001
PUTNAM AVENUE,37293001
FEELINGS WAY,37293002
T FEELINGS WAY,37293002
TOM FEELINGS WAY,37293002
FRIENDS CEMETERY,37300501
FRIENDS' CEMETERY,37300501
FRIENDS'S CEMETERY,37300501
QUAKER CEMETERY,37300501
SOCIETY OF FRIENDS CEMETERY,37300501
QUAY STREET,37301001
AVENUE Q,37303001
QUENTIN ROAD,37303001
QUENTIN STREET,37303501
QUINCY STREET,37305001
RADDE PLACE,37307001
RALEIGH PLACE,37310001
RALPH AVENUE,37311001
DR F FOY AVENUE,37311002
DR F M FOY AVENUE,37311002
DR FOY AVENUE,37311002
DR FREDDIE FOY AVENUE,37311002
DR FREDDIE M FOY AVENUE,37311002
F FOY AVENUE,37311002
F M FOY AVENUE,37311002
FOY AVENUE,37311002
FREDDIE FOY AVENUE,37311002
FREDDIE M FOY AVENUE,37311002
REV DOCTOR F FOY AVENUE,37311002
REV DOCTOR F M FOY AVENUE,37311002
REV DOCTOR FOY AVENUE,37311002
REV DOCTOR FREDDIE FOY AVENUE,37311002
REV DOCTOR FREDDIE M FOY AVENUE,37311002
REV DR F FOY AVENUE,37311002
REV DR F M FOY AVENUE,37311002
REV DR FOY AVENUE,37311002
REV DR FREDDIE FOY AVENUE,37311002
REV DR FREDDIE M FOY AVENUE,37311002
REV F FOY AVENUE,37311002
REV F M FOY AVENUE,37311002
REV FOY AVENUE,37311002
REV FREDDIE FOY AVENUE,37311002
REV FREDDIE M FOY AVENUE,37311002
REVEREND DOCTOR F FOY AVENUE,37311002
REVEREND DOCTOR F M FOY AVENUE,37311002
REVEREND DOCTOR FOY AVENUE,37311002
REVEREND DOCTOR FREDDIE FOY AVE,37311002
REVEREND DOCTOR FREDDIE M FOY AV,37311002
REVEREND DR F FOY AVENUE,37311002
REVEREND DR F M FOY AVENUE,37311002
REVEREND DR FOY AVENUE,37311002
REVEREND DR FREDDIE FOY AVENUE,37311002
REVEREND DR FREDDIE M FOY AVENUE,37311002
REVEREND F FOY AVENUE,37311002
REVEREND F M FOY AVENUE,37311002
REVEREND FOY AVENUE,37311002
REVEREND FREDDIE FOY AVENUE,37311002
REVEREND FREDDIE M FOY AVENUE,37311002
RANDOLPH STREET,37312001
RAPELYE STREET,37313001
RAPELYEA STREET,37313001
RED HOOK    2 HOUSES,37313201
RED HOOK    2 PROJECTS,37313201
RED HOOK II HOUSES,37313201
RED HOOK II HOUSES COMPLEX,37313201
RED HOOK II PROJECTS,37313201
RED HOOK II PROJECTS COMPLEX,37313201
RED HOOK WEST,37313201
RED HOOK WEST HOUSES,37313201
RED HOOK WEST PROJECTS,37313201
RED HOOK II HOUSES BUILDING    1,37313202
RED HOOK II PROJECTS BLDG    1,37313202
RED HOOK W HOUSES BUILDING    1,37313202
RED HOOK W PROJECTS BLDG    1,37313202
RED HOOK II HOUSES BUILDING    2,37313203
RED HOOK II PROJECTS BLDG    2,37313203
RED HOOK W HOUSES BUILDING    2,37313203
RED HOOK W PROJECTS BLDG    2,37313203
RED HOOK II HOUSES BUILDING    3,37313204
RED HOOK II PROJECTS BLDG    3,37313204
RED HOOK W HOUSES BUILDING    3,37313204
RED HOOK W PROJECTS BLDG    3,37313204
RED HOOK II HOUSES GARAGE,37313205
RED HOOK II PROJECTS GARAGE,37313205
RED HOOK WEST HOUSES GARAGE,37313205
RED HOOK WEST PROJECTS GARAGE,37313205
RED HOOK W HOUSES BUILDING   15,37313206
RED HOOK W HOUSES BUILDING   16,37313207
RED HOOK W HOUSES BUILDING   17,37313208
RED HOOK W HOUSES BUILDING   18,37313209
RED HOOK W HOUSES BUILDING   19,37313210
RED HOOK W HOUSES BUILDING   20,37313211
RED HOOK W HOUSES BUILDING   21,37313212
RED HOOK W HOUSES BUILDING   22,37313213
RED HOOK W HOUSES BUILDING   23,37313214
RED HOOK W HOUSES BUILDING   24,37313215
RED HOOK W HOUSES BUILDING   25,37313216
REED STREET,37314501
REID STREET,37314501
REEVE PLACE,37315001
REGENT PLACE,37317001
MALCOLM X BOULEVARD,37319001
MALCOM X BOULEVARD,37319001
REID AVENUE,37319001
REMSEN AVENUE,37321001
REMSEN STREET,37322001
RENAISSANCE APARTMENTS,37322501
RENAISSANCE APTS,37322501
RENAISANCE COURT,37322701
RENAISSANCE COURT,37322701
REVERE PLACE,37325001
REWE STREET,37325501
RICHARD STREET,37327001
RICHARDS STREET,37327001
RICHARDSON STREET,37329001
RICHMOND STREET,37331001
RIDGE BOULEVARD,37333001
ALLEN    9 /   11 MEM WAY,37333002
ALLEN    9 /   11 MEMORIAL WAY,37333002
ALLEN MEMORIAL WAY,37333002
E ALLEN    9 /   11 MEM WAY,37333002
E ALLEN MEM WAY,37333002
E ALLEN MEMORIAL WAY,37333002
E ALLEN WAY,37333002
E T ALLEN    9 /   11 MEM WAY,37333002
E T ALLEN MEM WAY,37333002
E T ALLEN MEMORIAL WAY,37333002
E T ALLEN WAY,37333002
ERIC ALLEN MEM WAY,37333002
ERIC ALLEN MEMORIAL WAY,37333002
ERIC ALLEN WAY,37333002
ERIC T ALLEN MEM WAY,37333002
ERIC T ALLEN MEMORIAL WAY,37333002
ERIC T ALLEN WAY,37333002
F F ALLEN    9 /   11 MEM WAY,37333002
F F ALLEN MEM WAY,37333002
F F ALLEN MEMORIAL WAY,37333002
F F ALLEN WAY,37333002
F F E ALLEN    9 /   11 MEM WAY,37333002
F F E ALLEN MEM WAY,37333002
F F E ALLEN MEMORIAL WAY,37333002
F F E ALLEN WAY,37333002
F F E T ALLEN MEM WAY,37333002
F F E T ALLEN MEMORIAL WAY,37333002
F F E T ALLEN WAY,37333002
F F ERIC ALLEN MEM WAY,37333002
F F ERIC ALLEN MEMORIAL WAY,37333002
F F ERIC ALLEN WAY,37333002
F F ERIC T ALLEN MEM WAY,37333002
F F ERIC T ALLEN MEMORIAL WAY,37333002
F F ERIC T ALLEN WAY,37333002
FIRE FIGHTER ALLEN MEM WAY,37333002
FIRE FIGHTER ALLEN WAY,37333002
FIRE FIGHTER E ALLEN MEM WAY,37333002
FIRE FIGHTER E ALLEN WAY,37333002
FIRE FIGHTER E T ALLEN MEM WAY,37333002
FIRE FIGHTER E T ALLEN WAY,37333002
FIRE FIGHTER ERIC ALLEN MEM WAY,37333002
FIRE FIGHTER ERIC ALLEN WAY,37333002
FIRE FIGHTER ERIC T ALLEN MEM WY,37333002
FIRE FIGHTER ERIC T ALLEN WAY,37333002
FIREFIGHTER ALLEN MEM WAY,37333002
FIREFIGHTER ALLEN WAY,37333002
FIREFIGHTER E ALLEN MEM WAY,37333002
FIREFIGHTER E ALLEN WAY,37333002
FIREFIGHTER E T ALLEN MEM WAY,37333002
FIREFIGHTER E T ALLEN WAY,37333002
FIREFIGHTER ERIC ALLEN MEM WAY,37333002
FIREFIGHTER ERIC ALLEN WAY,37333002
FIREFIGHTER ERIC T ALLEN MEM WAY,37333002
FIREFIGHTER ERIC T ALLEN WAY,37333002
RIDGE COURT,37333201
RIDGE CREST TERRACE,37334001
RIDGECREST TERRACE,37334001
RIDGEWOOD AVENUE,37335001
RIDGEWOOD PLACE,37336001
RIVER STREET,37337501
RIVERDALE AVENUE,37338001
ROBERT STREET,37342601
ROCHESTER AVENUE,37343001
ROCK STREET,37345001
ROCKAWAY AVENUE,37347001
ROACKAWAY PARKWAY,37348001
ROCKAWAY PARKWAY,37348001
ROCKWELL PLACE,37349001
ST OF ARTS,37349002
ST OF ARTS AND CULTURE,37349002
ST OF CULTURE,37349002
STREET OF ARTS,37349002
STREET OF ARTS AND CULTURE,37349002
STREET OF CULTURE,37349002
THE ST OF ARTS,37349002
THE ST OF ARTS AND CULTURE,37349002
THE ST OF CULTURE,37349002
THE STREET OF ARTS,37349002
THE STREET OF ARTS AND CULTURE,37349002
THE STREET OF CULTURE,37349002
RODER AVENUE,37350001
RODNEY STREET,37357001
ROEBLING STREET,37365001
RUFFLE BAR,37367501
RUFFLE BAR ISLAND,37367501
ROGERS AVENUE,37369001
DORSEY WAY,37369002
L DORSEY WAY,37369002
L P DORSEY WAY,37369002
LAWRENCE DORSEY WAY,37369002
LAWRENCE P DORSEY WAY,37369002
ROOSEVELT COURT,37372501
ROOSEVELT LANE,37372701
ROOSEVELT PLACE,37373001
E ROOSEVELT    1 HOUSES,37374001
E ROOSEVELT    1 HOUSES COMPLEX,37374001
E ROOSEVELT    1 PROJECTS,37374001
E ROOSEVELT I HOUSES,37374001
E ROOSEVELT I HOUSES COMPLEX,37374001
E ROOSEVELT I PROJECTS,37374001
E ROOSEVELT I PROJECTS COMPLEX,37374001
ELEANOR ROOSEVELT    1 HOUSES,37374001
ELEANOR ROOSEVELT    1 PROJECTS,37374001
ELEANOR ROOSEVELT I HOUSES,37374001
ELEANOR ROOSEVELT I PROJECTS,37374001
ROOSEVELT    1 HOUSES,37374001
ROOSEVELT    1 HOUSES COMPLEX,37374001
ROOSEVELT    1 HSES,37374001
ROOSEVELT    1 PROJECTS,37374001
ROOSEVELT    1 PROJECTS COMPLEX,37374001
ROOSEVELT I HOUSES,37374001
ROOSEVELT I HOUSES COMPLEX,37374001
ROOSEVELT I PROJECTS,37374001
ROOSEVELT I PROJECTS COMPLEX,37374001
ROOSEVELT I HOUSES BUILDING    1,37374002
ROOSEVELT I PROJECTS BLDG    1,37374002
ROOSEVELT I HOUSES BUILDING    2,37374003
ROOSEVELT I PROJECTS BLDG    2,37374003
ROOSEVELT I HOUSES BUILDING    3,37374004
ROOSEVELT I PROJECTS BLDG    3,37374004
ROOSEVELT I HOUSES BUILDING    4,37374005
ROOSEVELT I PROJECTS BLDG    4,37374005
ROOSEVELT I HOUSES BUILDING    5,37374006
ROOSEVELT I PROJECTS BLDG    5,37374006
ROOSEVELT I HOUSES BUILDING    6,37374007
ROOSEVELT I PROJECTS BLDG    6,37374007
ROOSEVELT I HSES CHILDREN'S CTR,37374008
ROOSEVELT I HSES CHILDRENS CTR,37374008
E ROOSEVELT    2 HOUSES,37374501
E ROOSEVELT    2 HOUSES COMPLEX,37374501
E ROOSEVELT    2 PROJECTS,37374501
E ROOSEVELT II HOUSES,37374501
E ROOSEVELT II HOUSES COMPLEX,37374501
E ROOSEVELT II PROJECTS,37374501
E ROOSEVELT II PROJECTS COMPLEX,37374501
ELEANOR ROOSEVELT    2 HOUSES,37374501
ELEANOR ROOSEVELT    2 PROJECTS,37374501
ELEANOR ROOSEVELT II HOUSES,37374501
ELEANOR ROOSEVELT II PROJECTS,37374501
ROOSEVELT    2 HOUSES,37374501
ROOSEVELT    2 HOUSES COMPLEX,37374501
ROOSEVELT    2 HSES,37374501
ROOSEVELT    2 PROJECTS,37374501
ROOSEVELT    2 PROJECTS COMPLEX,37374501
ROOSEVELT II HOUSES,37374501
ROOSEVELT II HOUSES COMPLEX,37374501
ROOSEVELT II PROJECTS,37374501
ROOSEVELT II PROJECTS COMPLEX,37374501
ROOSEVELT II HSES COMMUNITY CTR,37374505
ROSE STREET,37381001
ROSS STREET,37383001
ROST PLACE,37384001
ROYCE STREET,37385001
F F M RAGUSA WAY,37385002
F F MICHAEL RAGUSA WAY,37385002
F F RAGUSA WAY,37385002
FIRE FIGHTER M RAGUSA WAY,37385002
FIRE FIGHTER MICHAEL RAGUSA WAY,37385002
FIRE FIGHTER RAGUSA WAY,37385002
FIREFIGHTER M RAGUSA WAY,37385002
FIREFIGHTER MICHAEL RAGUSA WAY,37385002
FIREFIGHTER RAGUSA WAY,37385002
M RAGUSA WAY,37385002
MICHAEL RAGUSA WAY,37385002
RAGUSA WAY,37385002
ROYCE PLACE,37385501
RUBY STREET,37393001
RUSH STREET,37403001
RUSSELL STREET,37413001
RUTHERFORD PLACE,37421001
GRAZIUSO DRIVE,37421002
GRAZIUSO SR DRIVE,37421002
L GRAZIUSO DRIVE,37421002
L GRAZIUSO SR DRIVE,37421002
LOUIS GRAZIUSO DRIVE,37421002
LOUIS GRAZIUSO SR DRIVE,37421002
RUTLAND ROAD,37423001
RUTLEDGE AVENUE,37433001
RUTLEDGE STREET,37433001
RYDER AVENUE,37443001
RYDER STREET,37445001
FIRE LIEUTENANT MARTINI WAY,37445002
FIRE LIEUTENANT P MARTINI WAY,37445002
FIRE LIEUTENANT P R MARTINI WAY,37445002
FIRE LIEUTENANT PAUL MARTINI WAY,37445002
FIRE LT MARTINI WAY,37445002
FIRE LT P MARTINI WAY,37445002
FIRE LT P R MARTINI WAY,37445002
FIRE LT PAUL MARTINI WAY,37445002
FIRE LT PAUL R MARTINI WAY,37445002
MARTINI WAY,37445002
P MARTINI WAY,37445002
P R MARTINI WAY,37445002
PAUL MARTINI WAY,37445002
PAUL R MARTINI WAY,37445002
RYERSON STREET,37453001
SACKETT STREET,37463001
SACKMAN STREET,37473001
SAILS POINT HASSOCK,37473501
SALEM FIELD CEMETERY,37475201
SANDFORD STREET,37483001
SANFORD STREET,37483001
SANDFORD STREET,37483001
SANFORD STREET,37483001
WARSOFF PLACE,37483002
SAND STREET,37493001
SANDS STREET,37493001
DOS GARAGE BK   11,37504001
DOS GARAGE BK SOUTH   11,37504001
DOS GARAGE BROOKLYN   11,37504001
DOS GARAGE BROOKLYN SOUTH   11,37504001
DSNY GARAGE BK   11,37504001
DSNY GARAGE BK SOUTH   11,37504001
DSNY GARAGE BROOKLYN   11,37504001
DSNY GARAGE BROOKLYN SOUTH   11,37504001
DOS GARAGE BK   17,37504201
DOS GARAGE BK SOUTH   17,37504201
DOS GARAGE BROOKLYN   17,37504201
DOS GARAGE BROOKLYN SOUTH   17,37504201
DSNY GARAGE BK   17,37504201
DSNY GARAGE BK SOUTH   17,37504201
DSNY GARAGE BROOKLYN   17,37504201
DSNY GARAGE BROOKLYN SOUTH   17,37504201
DOS GARAGE BK   18,37504301
DOS GARAGE BK SOUTH   18,37504301
DOS GARAGE BROOKLYN   18,37504301
DOS GARAGE BROOKLYN SOUTH   18,37504301
DSNY GARAGE BK   18,37504301
DSNY GARAGE BK SOUTH   18,37504301
DSNY GARAGE BROOKLYN   18,37504301
DSNY GARAGE BROOKLYN SOUTH   18,37504301
SAPPHIRE STREET,37508001
SARATOGA AVENUE,37513001
SCHAEFER STREET,37523001
SCHAEFFER STREET,37523001
SCHAFFER STREET,37523001
HALLELUJAH WAY,37523002
SCHAEFER STREET,37523003
SCHENCK AVENUE,37533001
SCHENK AVENUE,37533001
SCHENCK AVENUE,37533001
SCHENK AVENUE,37533001
SCHENCK STREET,37533002
SCHENK STREET,37533002
FREEMAN WAY,37533003
T FREEMAN WAY,37533003
TAMITHA FREEMAN WAY,37533003
SCHENCK COURT,37533501
SCHENCK PLACE,37534001
SCHENECTADY AVENUE,37543001
SCHENECTDY AVENUE,37543001
SCHNECTADY AVENUE,37543001
DR HOLDER AVENUE,37543002
DR WESLEY HOLDER AVENUE,37543002
DR WESLEY M HOLDER AVENUE,37543002
DR WESLEY MAC DONALD HOLDER AVE,37543002
DR WESLEY MACDONALD HOLDER AVE,37543002
DR WESLEY MC DONALD HOLDER AVE,37543002
DR WESLEY MCDONALD HOLDER AVENUE,37543002
HOLDER AVENUE,37543002
WESLEY HOLDER AVENUE,37543002
WESLEY M HOLDER AVENUE,37543002
EAST   47 STREET,37543003
EAST   47 STREET,37543003
SCHERMERHN STREET,37553001
SCHERMERHORN STREET,37553001
COFFINAS WAY,37553002
HON COFFINAS WAY,37553002
HON N COFFINAS WAY,37553002
HON NICHOLAS COFFINAS WAY,37553002
HONORABLE COFFINAS WAY,37553002
HONORABLE N COFFINAS WAY,37553002
HONORABLE NICHOLAS COFFINAS WAY,37553002
N COFFINAS WAY,37553002
NICHOLAS COFFINAS WAY,37553002
THE HON COFFINAS WAY,37553002
THE HON N COFFINAS WAY,37553002
THE HON NICHOLAS COFFINAS WAY,37553002
THE HONORABLE COFFINAS WAY,37553002
THE HONORABLE N COFFINAS WAY,37553002
SCHOLES STREET,37573001
ERSKINE PLACE,37574501
SCHROEDERS AVENUE,37574501
SCHUM AVENUE,37574701
SCHWEIKERTS WALK,37575001
SCOTT AVENUE,37576001
SEA PLACE,37581001
SEA BREEZE AVENUE,37583001
